emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url
380740,European,29-29-1268B,Stone,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Stone,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,1268B is a tiny stone ball which rests in stone A's hollow.. Described by Fewkes as a clay pebble in 1940.,,,,,,,,,,,,http://www.penn.museum/collections/object/380740
104749,European,29-29-1267,Antler,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Antler,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,calcined antler (1940 description),,,,,,,,,,,,http://www.penn.museum/collections/object/104749
17614,European,29-29-1155,Dish Fragment,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Ceramic,Iron Age|Hallstatt Period|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,3 fragments of dish. Black polished pottery. Outside shows straw markings?; inside is incised with fine crisscross lines.,,,,,,,,,,,,http://www.penn.museum/collections/object/17614
69828,European,29-29-1039B,Antler,,Bronze Age III|Knoviz Phase,Bohemia|Kladno|Stehelceves|U Zajezda,Antler,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,One of three pieces.,,,,,,,,,,,,http://www.penn.museum/collections/object/69828
339863,European,EU500,Point|Lance Head,,Middle Aurignacian (uncertain)|Upper Aurignacian (uncertain),France|Dordogne|Abri Blanchard (uncertain)|Labatut (uncertain)|Roches de Sergeac,Bone,Middle Aurignacian (uncertain)|Upper Aurignacian (uncertain),,,,"Purchased from Louis Didon, 1913",,"Original Card:  Pointed Bone.  Fragment.  Lance head (Sagaie - Didon)<br /><br />Revised Card: Bone point -  Fragment.  Lance head (""sagaie"") (Didon).  Bone very much altered.",,,,,,,,,,,,http://www.penn.museum/collections/object/339863
304466,European,EU1748D,Flake,,Middle Acheulian,Northern France,Flint,Middle Acheulian,,,,"Purchased from the Field Museum, 1914",,Flint flake - roughly tirangular.  Cortex remaining on upper surface.  Mouse colored patination.  Edges show utilization,,,,,,,,,,,"p, ch.",http://www.penn.museum/collections/object/304466
222614,European,29-29-394,Sherd,,Bronze Age III|Knoviz Phase,Bohemia|Kladno|Stehelceves|U Zajezda,Ceramic,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd.,,,,,,,,,,,,http://www.penn.museum/collections/object/222614
277357,European,29-29-396,Sherd,,Bronze Age III|Knoviz Phase,Bohemia|Kladno|Stehelceves|U Zajezda,Ceramic,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd.,,,,,,,,,,cm,,http://www.penn.museum/collections/object/277357
133985,European,29-29-398,Sherd,,Bronze Age III|Knoviz Phase,Bohemia|Kladno|Stehelceves|U Zajezda,Ceramic,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd.,,,,,,,,,,cm,,http://www.penn.museum/collections/object/133985
162554,European,EU507,Awl,,Middle Aurignacian (uncertain)|Upper Aurignacian (uncertain),France|Dordogne|Abri Blanchard (uncertain)|Labatut (uncertain)|Roches de Sergeac,Bone,Middle Aurignacian (uncertain)|Upper Aurignacian (uncertain),,,,"Purchased from Louis Didon, 1913",,Number 37 written on object in pencil.<br /><br />Original Card:  Bone awl<br /><br />Revised Card:  Bone awl - Broken at point.,,,,,,,,,,,37,http://www.penn.museum/collections/object/162554
534905,European,EU2678,Lithic,,,Europe|France|Menton (uncertain)|Baousse-Rousse Caves,Stone,Eneolithic,,,,,,"Triangular shaped, white and grey stone, triangular in cross section, retouch along both edges.",,,,,,5.5,2.4,,,,,http://www.penn.museum/collections/object/534905
534906,European,EU2679,Lithic,,,Europe|France|Menton (uncertain)|Baousse-Rousse Caves,Stone,Eneolithic,,,,,,"Scraper edges, end formed into an irregular point. light brown in color. Gritter stone.",,,,,0.4,4.9,1.8,,,,,http://www.penn.museum/collections/object/534906
534907,European,EU2680,Lithic,,,Europe|France|Menton (uncertain)|Baousse-Rousse Caves,Stone,Eneolithic,,,,,,"Black stone, curved, has a brown patina, retouch along one edge.",,,,,,5.1,1.8,,,,,http://www.penn.museum/collections/object/534907
534596,European,87-16-294.2,Horse Tooth,,,France|La Micoque,Horse Tooth,,,,,"Gift of Penn Department of Anthropology, 1987",,"Horse tooth, La Micoque, from Acheulian layer, which is beneath the evidences of Wurm glaciation. La Micoque is in a side valley  in Vezere drainage.",,,,,,,,,,,,http://www.penn.museum/collections/object/534596
534597,European,87-16-295,Metal Fragment,,Bohemian Bronze Age,Central Europe,Bronze,Bohemian Bronze Age,,,,"Gift of Penn Department of Anthropology, 1987",,"Fragment of dagger blade, seal-head pin, needle, and knife blade Middle and Late Bronze Age Central Europe.",,,,,,,,,,,,http://www.penn.museum/collections/object/534597
364485,European,12115,Hammer,,English,England|Suffolk|Brandon,Stone,Modern,1893,1893,1893,"Gift of Henry C. Mercer, 1893",,Flint Knapping Hammer,,,,,,,,,,,,http://www.penn.museum/collections/object/364485
51603,European,5580,Ornament,,Bronze Age (uncertain)|Iron Age (uncertain),England,Bronze,Bronze Age (uncertain)|Iron Age (uncertain),,,,"Gift of Francis C. Macauley, 1890",,"Original Card: Ornament.  Bronze<br /><br />Revised Card:  Bronze Ornament.  T-Shaped ornament, incised decoration",,,Incised,,,,,,,,,http://www.penn.museum/collections/object/51603
247096,European,EU453A,Burin,,Upper Aurignacian,France|Dordogne|Labatut|Roches de Sergeac,Flint,Upper Aurignacian,,,,"Purchased from Louis Didon, 1913",,"Original Card: Flint Implement - Burin.  From group of ""25 burins different types"" (Didon)<br />Revised Card: Flint burin -  Beaked burin? White patination.",,,,,,,,,,cm,35|EU453D,http://www.penn.museum/collections/object/247096
87481,European,EU184,End Scraper|Grattoir Burin,,Aurignacian,France|Dordogne|La Ferrassie,Flint,Aurignacian,,,,"Gift of Frances D. Hall, 1923",,Original Card:  flint implement - burin-grattoir<br /><br />Revised Card: Flint end scraper -  Slightly keeled.  Possibly a burin at opposite end.  Fine retouch on one side edge.  Cortex remaining on opposite edge.  Purple-brown patination.,,,,,,5.1,2.7,,,cm,,http://www.penn.museum/collections/object/87481
534939,European,87-16-356,Core,,,Europe,Obsidian,,,,,"Gift of Penn Department of Anthropology, 1987",,"Core, likely used for blades.",,,,,,9.7,1.7,,,cm,ED3648?|ED20648|ZO 64 8,http://www.penn.museum/collections/object/534939
534940,European,87-16-357,Core,,,Europe,Stone,,,,,"Gift of Penn Department of Anthropology, 1987",,"brown disc with sharpened edges - ""DISC""",,,,,,7.2,8.0,,,cm,ED2351.2||ZO 64 8,http://www.penn.museum/collections/object/534940
534941,European,87-16-358,Core,,,Europe,Red Jasper,,,,,"Gift of Penn Department of Anthropology, 1987",,"Brown, with light brown marbling, rough surface with a flat bottom.",,,,,,8.0,5.3,,,cm,ED2127|ED20127|SG 10-16,http://www.penn.museum/collections/object/534941
535051,European,87-16-359,Lithic,,,Europe,Stone,,,,,"Gift of Penn Department of Anthropology, 1987",,"Retouch along the entire cutting edge including the end, grey.",,,,,,5.0,2.3,,,cm,GW,http://www.penn.museum/collections/object/535051
535052,European,87-16-360,Lithic,,,Europe|France (uncertain),Stone,,,,,"Gift of Penn Department of Anthropology, 1987",,"Possibly a polisher, 'Paleolithic Period --is Terrae' is written on the face of the stone. Water staining on the back of the stone.",,,,,,11.0,8.0,,,cm,,http://www.penn.museum/collections/object/535052
535053,European,87-16-361,Microlith,,,Europe,Stone,,,,,"Gift of Penn Department of Anthropology, 1987",,"Two small lithics. The microlith drill is small, two wings.",,,,,,,,,,cm,3396,http://www.penn.museum/collections/object/535053
535609,European,EU2625B,Pot Sherd,,Middle Acheulian,England|South England,Flint,Middle Acheulian,,,,,,Grey rim sherd.,,,,,,,,,,,4338,http://www.penn.museum/collections/object/535609
372011,European,38-30-57,Tooth,,Magdalenian,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Tooth,Magdalenian,,,,"Exchange with Peabody Museum, Harvard, 1938",,"Number 81630 written on object in red ink.<br /><br />large tooth, perforated",,,,,,5.5,,,,cm,81630,http://www.penn.museum/collections/object/372011
294802,European,EU402C,End Scraper,,Middle Aurignacian,France|Dordogne|Abri Blanchard|Roches de Sergeac,Flint,Middle Aurignacian,,,,"Purchased from Louis Didon, 1913",,"Original Card"" Flint implements - Grattiors with one pointed end, the other normal; from same group as EU 400.<br /><br />Revised Card: Flint end scraper - retouched also on narrow edge at bulb end.  Grey flint. Other number in white ink.",,,,,,,,,,,46,http://www.penn.museum/collections/object/294802
28997,European,29-29-1123,Sherd,,Bronze Age III,Bohemia|Kladno County|Dubi,Ceramic,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd plus one - glued together,,,,,,,,,,,,http://www.penn.museum/collections/object/28997
148621,European,29-29-1161,Sherd,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Ceramic,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,"Potsherd may be incised, have pinched decoration, or have handles. One sherd plus one - glued together.",,,,,,,,,,,,http://www.penn.museum/collections/object/148621
261097,European,29-29-1164,Sherd,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Ceramic,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,"Potsherd may be incised, have pinched decoration, or have handles. One sherd plus one - glued together.",,,,,,,,,,,,http://www.penn.museum/collections/object/261097
71079,European,29-29-1182,Sherd,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Ceramic,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,"Potsherd may be incised, have pinched decoration, or have handles. One sherd plus one - glued together.",,,,,,,,,,,,http://www.penn.museum/collections/object/71079
213345,European,29-29-1213,Sherd,,Iron Age|Hallstatt Culture,Bohemia|Unhost|Makotrasy|U Konicka Brickyard,Ceramic,Iron Age|Hallstatt I|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,"Potsherd may be incised, have pinched decoration, or have handles. One sherd plus one - glued together.",,,,,,,,,,,,http://www.penn.museum/collections/object/213345
494260,European,87-16-252,Handaxe,,,Europe (uncertain),Flint,,,,,"Gift of Penn Department of Anthropology, 1987",,"Brown color with triangluar shape. Rough on all surfaces with two dull edges. ""ED20324"" written in black ink on one surface.",,,,,2.1,9.0,5.5,,,cm,ED2324|ED20324,http://www.penn.museum/collections/object/494260
494261,European,87-16-253,Core,,,Europe (uncertain),Flint,,,,,"Gift of Penn Department of Anthropology, 1987",,"Gray color. Hemispherical shapewith ridge along length of rounded side. One flat surface. All surfaces rough and some flake scars present. ""ED1018"" written in black ink on rounded side.",,,,,5.6,12.5,9.0,,,cm,ED1018,http://www.penn.museum/collections/object/494261
292788,European,29-29-364,Sherd,,Neolithic,Bohemia|Prague|Bubenec,Ceramic,Neolithic|Stroked Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Tiny fragments<br />18 fragments,,,,,,,,,,,,http://www.penn.museum/collections/object/292788
316225,European,97-124-77,Cast|Point,,Lower Paleolithic|Pre-Mousterian,Germany|Taubach,Flint,Lower Paleolithic,,,,"Gift of the Academy of Natural Sciences of Philadelphia, 1997",,"Triangular. Retouch along all edges.  Striking platform and bulb removed by retouch.  Cast of original is in Weimar Museum, Germany",,,,,,,,,,,L-124-77|15045,http://www.penn.museum/collections/object/316225
354467,European,29-135-29,Eolith,,Eolithic,England|Surrey|Tooting|Wilson's Field,Flint,Eolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Having the shape of a keel. Mostly orange but of varied patination. Shows frost fracture. Worn.,,,,,,,,,,,,http://www.penn.museum/collections/object/354467
213942,European,29-29-1136,Sherd,,Bronze Age III,Bohemia|Kladno County|Dubi,Ceramic,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd plus - glued together,,,,,,,,,,,,http://www.penn.museum/collections/object/213942
350002,European,65-25-193,Vessel|Sherd,,Iron Age,Italy|Apulia|Caverzano,Bronze,Iron Age IV|Iron Age V,,,,"Exchange with Peabody Museum, Harvard, 1965",,"Broken Vessel made up of 25 sherds, some joined to form 1 of 5 groups.",,,,,,,,,,,83758|40/11.50,http://www.penn.museum/collections/object/350002
367910,European,62-13-19,Pin,,Swiss Lake Dweller,Switzerland,Bronze,,,,,"Gift of Edmund Zelinski, 1962",,Into the head which is bent over to form a loop are three links (with connecting bands) of a chain.,,,,,,,,,,,,http://www.penn.museum/collections/object/367910
347526,European,65-25-62,Hatchet,,,Italy|Latium|Rome (Italy),Bronze,,,,,"Exchange with Peabody Museum, Harvard, 1965",,Small,,,,,,,,,,,3383|40/68.13|665 (tag),http://www.penn.museum/collections/object/347526
255624,European,29-29-1302,Shield,,Iron Age|La Tene,Bohemia|Kladno|Okor,Iron,Iron Age,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Fragment of iron shield.,,,,,,,,,,,,http://www.penn.museum/collections/object/255624
356952,European,65-25-92C,Pin,,Bronze Age,Switzerland|Lake Neuchatel,Bronze,Bronze Age,,,,"Exchange with Peabody Museum, Harvard, 1965",,Bronze pin with hollow and perforated spherical head,,,,,,13.0,,,,cm,6040|40/71.19,http://www.penn.museum/collections/object/356952
90982,European,29-29-1294D,Fibula (Pin),,Iron Age|La Tene,Bohemia|Kladno|Okor,Bronze,Iron Age,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one of 7 fragments of bronze fibula.,,,,,,,,,,,,http://www.penn.museum/collections/object/90982
159601,European,29-29-14,Button,,Iron Age|Hallstatt Culture,Bohemia|Kladno|Stehelceves,Bronze,Iron Age I|Hallstatt Period|Bylany Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,bronze button,,,,,,,,,,,,http://www.penn.museum/collections/object/159601
16261,European,29-29-21,Fibula (Pin),,Knovis Phase,Bohemia|Kladno|Stehelceves,Bronze,Bronze Age III,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Fragment of bronze fibula.,,,,,,3.2,,,,cm,,http://www.penn.museum/collections/object/16261
356951,European,65-25-92B,Pin,,Bronze Age,Switzerland|Lake Neuchatel,Bronze,Bronze Age,,,,"Exchange with Peabody Museum, Harvard, 1965",,Bronze Pin with hollow and perforated spherical head,,,,,,10.7,,,,cm,6040|40/71.19,http://www.penn.museum/collections/object/356951
347746,European,65-25-93H,Pin,,Bronze Age,Switzerland|Lake Neuchatel,Bronze,Bronze Age,,,,"Exchange with Peabody Museum, Harvard, 1965",,With shaped head,,,,,,,,,,,6041|40/71.19,http://www.penn.museum/collections/object/347746
176065,European,29-29-1294E,Fibula (Pin),,Iron Age|La Tene,Bohemia|Kladno|Okor,Bronze,Iron Age,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one of 7 fragments of bronze fibula.,,,,,,,,,,,,http://www.penn.museum/collections/object/176065
364518,European,12148E,Knife (uncertain)|Flake (uncertain),,,Italy|Perugia,Stone,,,,,"Deposited by R. Stewart Culin, 1893",,Knives or flakes (1 of 7),,,,,,,,,,,,http://www.penn.museum/collections/object/364518
382888,European,13272.3,Blades,,,Italy,Flint,,,,,"Gift of Francis C. Macauley, 1896",,Chipped blade (1 of 38),,,,,,,,,,,,http://www.penn.museum/collections/object/382888
345132,European,21879,Pendant|Cast,,Bronze Age II|Bronze Age III,Europe,Metal|Plaster,Bronze Age II|Bronze Age III,,,,"Gift of Charles B. Lamborn, 1900",,Cast of pendant,,,,,,,,,,,,http://www.penn.museum/collections/object/345132
367926,European,40-10-120,Side Scraper,,Upper Mousterian,France|Dordogne|Castlemerle,Flint,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Curved. White patination.,,,,,,,,,,,( 10 )|7|U,http://www.penn.museum/collections/object/367926
367932,European,40-10-126,Side Scraper,,Upper Mousterian,France|Dordogne|Castlemerle,Flint,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Curved and pointed. Greyish patination.,,,,,,,,,,,( 10 )|9 |U,http://www.penn.museum/collections/object/367932
367934,European,40-10-128,Side Scraper,,Upper Mousterian,France|Dordogne|Castlemerle,Flint,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Rectilinear scraping edge on elongated flake.  Greyish patination.,,,,,,,,,,,( 23 )|13|U,http://www.penn.museum/collections/object/367934
345217,European,40-10-139A,Side Scraper,,Upper Mousterian,France|Dordogne|Castlemerle,Flint,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,White patination.,,,,,,,,,,cm,( 10 )|U,http://www.penn.museum/collections/object/345217
349016,European,40-10-139B,Side Scraper,,Upper Mousterian,France|Dordogne|Castlemerle,Flint,Upper Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,White patination.,,,,,,,,,,,( 24 )|2|U,http://www.penn.museum/collections/object/349016
368145,European,40-10-391,Side Scraper,,Lower Mousterian,France|Dordogne|Combe Capelle,Flint,Lower Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Rectilinear scraping edge. Made on Levallois type flake with arched striking platform. Bluish white patination. Incrustations adhering.,,,,,,,,,,,( 9 ),http://www.penn.museum/collections/object/368145
368146,European,40-10-392,Side Scraper,,Lower Mousterian,France|Dordogne|Combe Capelle,Flint,Lower Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Made on Levallois type flake. White patination, with some incrustations adhering.",,,,,,,,,,,( 3 ),http://www.penn.museum/collections/object/368146
368147,European,40-10-393,Side Scraper,,Lower Mousterian,France|Dordogne|Combe Capelle,Flint,Lower Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Slightly patinated a greyish-white. Some incrustations adhering.,,,,,,,,,,,( 10 ),http://www.penn.museum/collections/object/368147
368148,European,40-10-394,Side Scraper,,Lower Mousterian,France|Dordogne|Combe Capelle,Flint,Lower Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Rectilinear scraping edge. White patination.,,,,,,,,,,,( 9 ),http://www.penn.museum/collections/object/368148
349534,European,40-10-402,Flake,,Lower Mousterian,France|Dordogne|Combe Capelle,Flint,Lower Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Unpatinated light brown translucent flint. Roughly triangular.,,,,,,,,,,cm,( 1 ),http://www.penn.museum/collections/object/349534
368173,European,40-10-449,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Flint. White and bluish speckled patination.,,,,,,,,,,cm,,http://www.penn.museum/collections/object/368173
368175,European,40-10-451,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Grey flint with bluish tinge. Pointed. Small amount of retouch on lower face.,,,,,,,,,,cm,15 on a sticker,http://www.penn.museum/collections/object/368175
368176,European,40-10-452,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Dark grey borwn flint. Retouch also on opposite edge; retouch on lower face at bulb end.,,,,,,,,,,,( 13 ),http://www.penn.museum/collections/object/368176
368177,European,40-10-453,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Light-colored flint.,,,,,,,,,,,( 10 ),http://www.penn.museum/collections/object/368177
368179,European,40-10-455,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Probably originally a nucleus. Bluish patination.,,,,,,,,,,,( 10 ),http://www.penn.museum/collections/object/368179
368180,European,40-10-456,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Straight scraping edge. Dark bluish patination. Cortex remaining on striking platform and along one edge.,,,,,,,,,,,( 23 ),http://www.penn.museum/collections/object/368180
368183,European,40-10-459,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Dark grey flint.,,,,,,,,,,cm,( 10 ),http://www.penn.museum/collections/object/368183
368212,European,40-10-488,Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Light colored flint. Four-sided; pointed. Retouched along edges.,,,,,,,,,,,( 26 ),http://www.penn.museum/collections/object/368212
368220,European,40-10-497,Scraper,,Aurignacian,France|Dordogne|Les Eyzies,Flint,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Roughly square. Cortex remaining on side of upper face. Yellow-orange patination.,,,,,,,,,,,( 3 ),http://www.penn.museum/collections/object/368220
368292,European,40-10-578,End Scraper,,Magdalenian,France|Dordogne|La Madeleine,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Light brownish flint. Fractured at opposite end.,,,,,,,,,,,( 1 ),http://www.penn.museum/collections/object/368292
368296,European,40-10-582,End Scraper,,Magdalenian,France|Dordogne|La Madeleine,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Translucent flint. Fractured at opposite end. Slight bluish patination.,,,,,,,,,,,( 1 ),http://www.penn.museum/collections/object/368296
368320,European,40-10-605,End Scraper,,Magdalenian,France|Dordogne|Laugerie Basse,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Grey flint. Notch on one edge.,,,,,,,,,,,74/75,http://www.penn.museum/collections/object/368320
368321,European,40-10-606,End Scraper,,Magdalenian,France|Dordogne|Laugerie Basse,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Fractured at opposite end. Bluish patination.,,,,,,,,,,,( 1 ),http://www.penn.museum/collections/object/368321
368322,European,40-10-607,End Scraper,,Magdalenian,France|Dordogne|Laugerie Basse,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Some retouch at oposite end. Bluish white patination.,,,,,,,,,,,( 3 ),http://www.penn.museum/collections/object/368322
368323,European,40-10-608,End Scraper,,Magdalenian,France|Dordogne|Laugerie Basse,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Light orange flint with slight patination on lower face.,,,,,,,,,,,( 1 ),http://www.penn.museum/collections/object/368323
368334,European,40-10-618,End Scraper,,Magdalenian,France|Dordogne|Les Eyzies,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Light speckled flint. Fractured at opposite end.,,,,,,,,,,,( 8 ),http://www.penn.museum/collections/object/368334
368336,European,40-10-620,End Scraper,,Magdalenian,France|Dordogne|Les Eyzies,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Grey brown flint.,,,,,,,,,,,( 3 ),http://www.penn.museum/collections/object/368336
368337,European,40-10-621,Double End Scraper,,Magdalenian,France|Dordogne|Les Eyzies,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Cortex remaining on upper face. Curved in profile. Bluish-white patination.,,,,,,,,,,,( 1 ),http://www.penn.museum/collections/object/368337
368338,European,40-10-622,Screw Driver Burin,,Magdalenian,France|Dordogne|Les Eyzies,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Grey flint. ""Bec de flute."" Probably attempted burin at opposite end.",,,,,,,,,,,( 41 ),http://www.penn.museum/collections/object/368338
368349,European,40-10-633,Scraper|Tablet,,Magdalenian,France|Dordogne|Les Eyzies,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Light grey flint. Flake struck from base of nucleus to give fresh striking platform.,,,,,,,,,,,( 78 ),http://www.penn.museum/collections/object/368349
368163,European,40-10-439,Scraper,,Mousterian,France|Dordogne|Cre de Lalinde|Gare de Couze,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,"Brown flint, slightly tinted with bluish veins. Roughly square; on short wide flake.",,,,,,,,,,,,http://www.penn.museum/collections/object/368163
350289,European,40-10-365,Scraper,,Mousterian,France|Dordogne|Tabaterie,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Round scraper.  Bulb removed by retouch. Bluish patination.,,,,,,,,,,,,http://www.penn.museum/collections/object/350289
368121,European,40-10-366,Side Scraper,,Mousterian,France|Dordogne|La Ferrassie,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Rectilinear scraping edge. Fractured at extremity. Light grey patination.,,,,,,,,,,,,http://www.penn.museum/collections/object/368121
368125,European,40-10-370,Side Scraper,,Mousterian,France|Dordogne|Le Moustier,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,On elongated flake. Cream-colored patination. Iron stains.,,,,,,,,,,,,http://www.penn.museum/collections/object/368125
368324,European,40-10-609,End Scraper,,Magdalenian,France|Dordogne|Laugerie Basse,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Retouched at opposite squared end which evidently was intended for angle burin. Grey blue patination.,,,,,,,,,,,,http://www.penn.museum/collections/object/368324
368333,European,40-10-617,Burin,,Magdalenian,France|Dordogne|Limeuil,Flint,Magdalenian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Grey banded flint. On angle of broken blade. Fractured at opposite end and along one edge.,,,,,,,,,,,,http://www.penn.museum/collections/object/368333
